ds,y
4/10/2019 18:00,24.225
4/10/2019 17:00,10.368
4/10/2019 16:00,2.492
4/10/2019 15:00,0.003
4/10/2019 14:00,3.368
4/10/2019 13:00,5.115
4/10/2019 12:00,0
4/10/2019 11:00,6.281
4/10/2019 10:00,7.66
4/10/2019 9:00,17.753
4/10/2019 8:00,32.577
4/10/2019 7:00,29.184
4/10/2019 6:00,39.056
4/10/2019 5:00,25.941
4/10/2019 4:00,25.749
4/10/2019 3:00,25.907
4/10/2019 2:00,27.581
4/10/2019 1:00,28.237
4/10/2019 0:00,28.406
4/9/2019 23:00,30.856
4/9/2019 22:00,35.96
4/9/2019 21:00,30.603
4/9/2019 20:00,25.059
4/9/2019 19:00,20.636
4/9/2019 18:00,7.456
4/9/2019 17:00,0
4/9/2019 16:00,0.569
4/9/2019 15:00,11.032
4/9/2019 14:00,0
4/9/2019 13:00,0
4/9/2019 12:00,0
4/9/2019 11:00,0.293
4/9/2019 10:00,3.934
4/9/2019 9:00,16.303
4/9/2019 8:00,38.414
4/9/2019 7:00,40.046
4/9/2019 6:00,30.859
4/9/2019 5:00,31.235
4/9/2019 4:00,33.896
4/9/2019 3:00,23.884
4/9/2019 2:00,24.484
4/9/2019 1:00,26.284
4/9/2019 0:00,28.049
4/8/2019 23:00,26.543
4/8/2019 22:00,20.374
4/8/2019 21:00,24.858
4/8/2019 20:00,22.061
4/8/2019 19:00,20.577
4/8/2019 18:00,15.641
4/8/2019 17:00,15.132
4/8/2019 16:00,2.411
4/8/2019 15:00,1.932
4/8/2019 14:00,4.567
4/8/2019 13:00,12.522
4/8/2019 12:00,5.011
4/8/2019 11:00,12.562
4/8/2019 10:00,5.337
4/8/2019 9:00,31.199
4/8/2019 8:00,36.386
4/8/2019 7:00,25.544
4/8/2019 6:00,25.683
4/8/2019 5:00,26.645
4/8/2019 4:00,26.636
4/8/2019 3:00,21.824
4/8/2019 2:00,22.612
4/8/2019 1:00,22.427
4/8/2019 0:00,23.066
4/7/2019 23:00,21.807
4/7/2019 22:00,22.19
4/7/2019 21:00,23.887
4/7/2019 20:00,25.332
4/7/2019 19:00,20.299
4/7/2019 18:00,14.484
4/7/2019 17:00,0.711
4/7/2019 16:00,0
4/7/2019 15:00,0
4/7/2019 14:00,0
4/7/2019 13:00,0
4/7/2019 12:00,0.385
4/7/2019 11:00,4.025
